id,title,original_title,overview,release_date,runtime,vote_average,vote_count,popularity,poster_path,backdrop_path,budget,revenue,status,tagline,imdb_id,homepage,adult,genres,production_countries,production_companies,spoken_languages,keywords,top_cast,directors
528085,2067: Петля времени,2067,"2067 год. Добро пожаловать в мир, где царит хаос: исчезли леса и растения, вымерли дикие животные, а люди оказались на грани вымирания из-за отсутствия кислорода. Неожиданное послание из будущего «Отправьте Итана Уайта» — последняя надежда человечества. Кто такой Итан Уайт? Сможет ли он спасти мир?",2020-10-01,114,5.361,854,4.6235,/j2rf9hrGjm8m1xdH5fy19AcOZ0F.jpg,/5UkzNSOK561c2QRy2Zr4AkADzLT.jpg,0,0,Released,,tt1918734,,False,фантастика,Australia|United States of America,Arcadia|KOJO Entertainment|Elevate Production Finance|Futurism Studios|Rocketboy,English,climate change|time travel|time machine|nuclear explosion|deforestation|time paradox|oxygen depletion|2060s,Коди Смит-Макфи|Ryan Kwanten|Sana'a Shaik|Aaron Glenane|Leeanna Walsman,Seth Larney
911835,숙모,숙모,,2021-07-28,96,7.5,2,4.6202,/zTZqwdxVPs0Qmx4gVejnWWdmudD.jpg,/ogaulvh5g9Z7PxLBybF7qOxuHs9.jpg,0,0,Released,,tt18690794,,False,мелодрама,,,한국어/조선말,softcore,Yoo Ji-hyun|이수|우열,Lee Sang-soo
985932,Virgin Forest,Virgin Forest,,2022-06-24,113,5.222,18,4.6194,/6AnFbpUmxAjhInm04cl0sfCko6J.jpg,/n5QtdxCS75UXSNzFCviXmgpysZA.jpg,0,0,Released,,tt21078728,,False,триллер|криминал|драма,Philippines,Viva Films|Center Stage Productions|Vivamax,,softcore,Sid Lucero|Vince Rillon|Angeli Khang|Katrina Dovey|Robb Guinto,Brillante Ma Mendoza
1580,Верёвка,Rope,"Двое молодых людей, Брэндон Шоу и Филлип Морган без всякой причины, для развлечения убивают своего приятеля-сокурсника, Девида Кентли, задушив верёвкой. Спрятав тело в сундук, Брендон и Филлип устраивают вечеринку в той же квартире. Среди приглашенных — отец Девида, его невеста Жанет и их преподаватель Руперт. В ходе вечеринки Филипп постепенно осознает весь ужас содеянного, а Руперт начинает подозревать неладное…",1948-03-11,80,7.9,2792,4.6192,/Da2PVO1QhB7YuL5thEhJpDXuvq.jpg,/81LX4wktTXWEXjLNlkHTmJm7tRu.jpg,1500000,2200000,Released,"«Начинается с крика... заканчивается выстрелом! От начала и до конца ничто так не удержит вас, как ВЕРЁВКА Альфреда Хичкока!»",tt0040746,,False,триллер|криминал|драма,United States of America,Transatlantic Pictures|Warner Bros. Entertainment,English,philosophy|banquet|rope|strangle|based on play or musical|murder|technicolor|dinner party|academia|suspenseful|intense|single location|superiority,John Dall|Farley Granger|Джеймс Стюарт|Joan Chandler|Douglas Dick,Альфред Хичкок
961323,Нимона,Nimona,"Рыцаря обвиняют в ужасном преступлении. Он объединяется с девочкой-оборотнем, чтобы доказать свою невиновность. Но вдруг она и есть тот монстр, которого он поклялся уничтожить?",2023-06-23,101,7.889,1175,4.6186,/lr2JWB8BRyWcAbKos7vYNSMjTCh.jpg,/4QpKxH614YFIsmiIBVUbsnG2H8w.jpg,0,0,Released,,tt19500164,https://www.netflix.com/ru/title/81444554,False,мультфильм|семейный|боевик|фантастика|приключения|фэнтези|драма,United Kingdom|United States of America,Annapurna Pictures|DNEG,English,monster|knight|based on graphic novel|metamorphosis|lgbt|shape shifter|teenager|science fantasy,Хлоя Грейс Морец|Риз Ахмед|Eugene Lee Yang|Фрэнсис Конрой|Lorraine Toussaint,Nick Bruno|Трой Квон
660120,Худший человек на свете,Verdens verste menneske,"Четыре года из жизни Джули — молодой женщины, чьи попытки разобраться в личной и профессиональной сфере приводят ее к осознанию, кто она такая на самом деле.",2021-10-13,129,7.47,1482,4.6186,/qLAdWSGyoZUszEe70mLotEWVUuX.jpg,/iTPTdfEGYGwbELLLvNnmgKZpVZj.jpg,5000000,12687507,Released,,tt10370710,,False,драма|мелодрама|комедия,Norway|Sweden|Denmark|France,Oslo Pictures|MK2 Films|Film i Väst|Snowglobe|B-Reel Films|ARTE France Cinéma,Norsk,"bookshop|photographer|pregnancy|man woman relationship|magic mushroom|cancer|break-up|older man younger woman relationship|oslo, norway|controversial artist|turning thirty",Ренате Реинсве|Anders Danielsen Lie|Herbert Nordrum|Hans Olav Brenner|Helene Bjørnebye,Joachim Trier
1498,Черепашки-ниндзя,Teenage Mutant Ninja Turtles,"Четыре черепашки и крыса в канализационных трубах Нью-Йорка вляпались в радиационные отходы, мутировали и превратились в человеческого роста разумных черепашек, а крыса, которая раньше жила у японского мастера ниндзя-цу, обучила их боевым искусствам.  Черепашки Леонардо, Рафаэль, Микеланджело и Донателло подружились с тележурналисткой и помогли остановить рост молодежной преступности.",1990-03-30,93,6.681,1823,4.6162,/mZR1lLdwOp8w8IEHIBAIQLjo1VL.jpg,/6teOJJUV5IGaX7ucJv2ONoGGf4e.jpg,13500000,201965915,Released,"Эй чувак, это не мультфильм.",tt0100758,,False,фантастика|боевик|приключения|комедия|семейный,Hong Kong|United States of America,New Line Cinema|Orange Sky Golden Harvest|Mirage Studios,Français|English,new york city|martial arts|skateboarding|brother|superhero|mutant|cartoon|pizza delivery|turtle|based on comic|ninja|sewer|vigilante justice|anthropomorphic animal,Brian Tochi|Josh Pais|Кори Фельдман|Робби Рист|Judith Hoag,Steve Barron
2832,Идентификация,Identity,"Бушует жуткий ливень. В поисках укрытия десять путешественников вынуждены остановиться на ночь в старом придорожном мотеле. Однако вскоре они с ужасом обнаруживают, что это место становится не спасительным укрытием, а смертельной мышеловкой.Люди гибнут один за другим, а убийца, скрывающийся среди них, по-прежнему не вычислен. С каждым новым трупом оставшимся в живых становится все очевиднее, что их всех вместе собрала далеко не судьба, а чья-то дьявольски изощренная воля, творящая собственное правосудие...",2003-04-25,90,7.178,3981,4.613,/aADkfwAUXV7yxUv50LLepAjGEzr.jpg,/bjKTwVrzX2cflxRhvAlqvOdloTG.jpg,28000000,90259536,Released,,tt0309698,,False,детектив|триллер,United States of America,Konrad Pictures|Columbia Pictures,English,prostitute|prisoner|psychopath|nevada|detective|rain|motel|weather|ex-cop|murder|stranded|serial killer|slasher|psychological thriller|whodunit|storm|psychiatrist|convict|thunderstorm|rainstorm|split personality|mental disorders|murder mystery|dissociative identity disorder|isolated place,Джон Кьюсак|Ray Liotta|Аманда Пит|John Hawkes|Альфред Молина,James Mangold
44115,127 часов,127 Hours,"Неудержимый скалолаз и любитель спрятанных в каньонах пещер в очередной раз в одиночестве едет в горы и оказывается в смертельной ловушке. 127 часов без еды, без питья и практически без надежды выжить. Тут-то и проявляется сила характера…",2010-11-12,93,7.081,7669,4.6127,/jcRYwukDXewUIBUd95y8FxlcRqG.jpg,/viBWzktrBmhzRw4ehmUIrrN4C0z.jpg,18000000,35700000,Released,Важна каждая секунда,tt1542344,,False,приключения|драма|триллер,France|United Kingdom|United States of America,Fox Searchlight Pictures|Pathé|Everest Entertainment|Cloud Eight Films|Decibel Films|DSP|Film4 Productions|Dune Entertainment|Big Screen Productions|Down Productions,English,canyon|based on novel or book|utah|photography|despair|hiking|biography|engineer|based on true story|alone|mountain biking|struggle for survival|trapped|boulder|cavern|video recorder|adventurer|rock climbing|isolated|hikers|memories|hallucinations|desperation,Джеймс Франко|Kate Mara|Amber Tamblyn|Клеманс Поэзи|Лиззи Каплан,Дэнни Бойл
575776,Спасительница,Saint Maud,"Религиозная девушка Мод работает сиделкой. Её новой подопечной становится смертельно больная бывшая танцовщица Аманда, в одиночестве проживающая в большом особняке. Мод выполняет свои обычные обязанности, но после того как Аманда называет её своей спасительницей, девушка решает, что только она может избавить душу женщины от вечных мук.",2020-10-09,84,6.6,769,4.6119,/wiXCffab4cTs9UnEJLQxmkNp9fM.jpg,/1WKxsnrhLoKPHcTyph7lhZnAMjR.jpg,0,1640866,Released,«Твой спаситель идет»,tt7557108,,False,ужасы|детектив|триллер,United Kingdom,Film4 Productions|BFI|Escape Plan,English|Cymraeg,nurse|self-destruction|obsession|terminal illness|loneliness|chain smoking,Morfydd Clark|Дженнифер Эль|Lily Frazer|Lily Knight|Rosie Sansom,Rose Glass
928,Гремлины 2: Новенькая Партия,Gremlins 2: The New Batch,"На месте старого дома в центре Манхэттена выстроен супернебоскреб, в котором есть все: от телевизионной компании до биологической лаборатории. Сюда попадает и Гизмо – забавный и страннный зверек. По оплошности персонала здание захватывают гремлины – чудовища, порожденные Гизмо. Начинается новое нашествие, осложненное тем, что гремлины проникли в биолабораторию. В результате – появление новых монстров, с которыми очень тяжело сладить.",1990-06-15,106,6.511,2678,4.6111,/twjM36ThHItIbQUhX48JgHgFOEe.jpg,/iR3tV8NXFls4UKzPA60D4zrI7Jh.jpg,50000000,41482207,Released,,tt0099700,,False,комедия|ужасы|фэнтези,United States of America,Amblin Entertainment|Warner Bros. Pictures,English,dying and death|new york city|monster|mutation|cleverness|skyscraper|mutant|human animal relationship|current|electric shock|restaurant|gremlin|research station|puppetry|cowardliness|creature|pets|electricity,Зак Гэллиган|Фиби Кейтс|Джон Гловер|Роберт Проски|Роберт Пикардо,Джо Данте
602734,Пила: Спираль,Spiral: From the Book of Saw,"Импульсивный детектив полиции Нью-Йорка Зик Бэнкс всю жизнь пытается вырваться из тени своего отца, прославленного ветерана правоохранительных органов. Однажды Бэнксу и его новому напарнику поручают расследование серии жестоких убийств, которые странным образом напоминают преступления прошлых лет. Так они оказываются в эпицентре зловещей игры, и цена проигрыша в ней — человеческая жизнь.",2021-05-12,93,5.932,2095,4.6109,/9Xc26HQdeR3ySdRCN6dMt3952ha.jpg,/g15PR8eQV9DehSWlagvdnJZqoRq.jpg,20000000,40618920,Released,,tt10342730,,False,ужасы|детектив,United States of America,Twisted Pictures|Lionsgate|Serendipity Productions|Dahlstar,English,sequel|murder|police corruption|survival horror|body count|procedural|father son relationship|mystery killings|murder of a policeman|death game,Крис Рок|Сэмюэл Л. Джексон|Max Minghella|Marisol Nichols|Dan Petronijevic,Darren Lynn Bousman
611598,Притхвирадж,सम्राट पृथ्वीराज,"О легендарном царе Притхвирадже III, который во второй половине XII века правил большим царством на севере современной Индии. Он был одним из последних правителей-индуистов, и длительное время войска под его командованием успешно противостояли мусульманской агрессии.",2022-06-03,135,6.84,25,4.6107,/72aerW9Uyy0Nk1TdCR7IeF8T0sI.jpg,/eUEWTtr7WuYrMjXPG8GNfxIlRiJ.jpg,0,0,Released,,tt9637132,,False,боевик|драма|история,India,Yash Raj Films,Türkçe|हिन्दी,india|period drama|warrior|12th century|rajput|ghurid dynasty|bollywood,Akshay Kumar|Manushi Chhillar|Sanjay Dutt|Sonu Sood|Manav Vij,Dr. Chandraprakash Dwivedi
499726,Горячие мамочки,MILF,"Трое лучших подруг за сорок во время летнего отдыха во Франции начинают отношения с парнями гораздо моложе. Женщины позволяют себе поддаться искушению, чем вызывают дикую ревность со стороны женщин помоложе.",2018-05-02,96,5.763,559,4.6107,/iWrlIrfozRSTB2PBMS4RTKVi7Iq.jpg,/mwyO0J1pwaqqKygU0gnIyRP1cFN.jpg,0,1100000,Released,,tt7205316,,False,комедия|мелодрама,Belgium|France,StudioCanal|Nexus Factory|A Single Man Productions|uMedia|Canal+,Français,holiday|summer|older woman younger man relationship|childhood friends|milf|woman director,Virginie Ledoyen|Marie-Josée Croze|Axelle Laffont|Matthias Dandois|Victor Meutelet,Axelle Laffont
927107,Каменщик,The Bricklayer,"Стив Уэйл по прозвищу Каменщик — один из лучших агентов ЦРУ, оставивший службу в прошлом. Но когда его старый знакомый организовывает серию убийств с целью подставить Управление, властям приходится вернуть Стива в игру. Теперь вместе с заносчивой напарницей Кейт они должны остановить опаснейшего противника, пока под угрозой не оказался весь мировой порядок...",2023-12-14,110,5.837,316,4.6094,/azaOa9vvzjPXRudOG1ZSIhO6fWf.jpg,/47SVqaO02doJ06tOmrjiWDkwU3T.jpg,23900000,899683,Released,,tt2016303,,False,боевик|триллер,United States of America,Eclectic Pictures|Millennium Media,English|Français,blackmail|conspiracy|ex-cia agent,Аарон Екгарт|Нина Добрев|Клифтон Коллинз мл.|Тим Блейк Нельсон|Ильфенеш Хадера,Renny Harlin
430231,Паранормальное,The Endless,"Ещё детьми братья Аарон и Джастин сбежали из секты. Теперь, уже взрослыми, они получают сообщение от своей бывшей «семьи» с угрозами и требованием вернуться. Братья начинают подозревать, что нечто сверхъестественное, во что верит культ, существует на самом деле.",2017-11-05,111,6.319,1144,4.6093,/dlg7ZZmckrjDdPmz7VPwvoZHaJl.jpg,/nvCMi8ZhH1Z8i9ZFHYrXBl8uBw0.jpg,1000000,956425,Released,«Бермудский треугольник» потусторонних реальностей,tt3986820,,False,фантастика|ужасы|триллер,United States of America,Snowfort Pictures|Pfaff & Pfaff Productions|Love & Death Productions|Rustic Films|XYZ Films,English,suicide|sibling relationship|brother|supernatural|cult|childhood trauma|time loop|resolution|time manipulation,Aaron Moorhead|Justin Benson|Callie Hernandez|Tate Ellington|Shane Brady,Aaron Moorhead|Justin Benson
10637,Вспоминая Титанов,Remember the Titans,"При виде этих могучих статных парней девушки падают в обморок, а их кавалеры от зависти проливают свое пиво. Это игроки в одну из самых жестких и динамичных спортивных игр мира — американский футбол.  Для них нет большей радости в жизни, кроме как с победным ревом «тачдаун!» впечатать мяч в зачетную зону соперника, оставив за спиной живописную композицию из сшибленных с ног вражеских защитников. Победа!  Но мало кто знает, как труден их путь к славе. Герой этого фильма, тренер Герман Бун — из тех, кто знает. Он пришел в школьную команду «Титаны» когда она совсем не заслуживала свое название.  Преодолевая сопротивление местного тренера Билла Йоста, Бун приступает к превращению банды лоботрясов в дружную команду.  И аутсайдеры «Титаны» постепенно становятся уверенными в себе грозными игроками, готовыми биться за звание чемпионов штата…",2000-09-29,113,7.636,2740,4.6093,/3K7fKVfBcHHVn49Foc98aWfOF9z.jpg,/cMUReq46MSz6WWsdW1Gu8oecJlc.jpg,30000000,136700000,Released,,tt0210945,,False,драма,United States of America,Jerry Bruckheimer Films|Run It Up Productions Inc.|Technical Black|Walt Disney Pictures,English,high school|friendship|sports|ku klux klan|politics|american football|1970s|trainer|race politics|civil rights|apartheid|racial segregation|based on true story|racist|high school sports|coaction|racial tension|xenophobia|virginia|head coach,Дензел Вашингтон|Will Patton|Wood Harris|Райан Херст|Donald Faison,Боаз Якин
702454,스와핑 : 친구의 아내2,스와핑 : 친구의 아내2,,2018-07-19,70,7.0,1,4.6075,/8NGBIQbpQaSzc2OWIN1BdOMAv7M.jpg,/5hQSm7FEGWnd0JnwjpMYyuP4p3m.jpg,0,0,Released,,,,False,мелодрама,South Korea,,한국어/조선말,softcore,Lee Eun-mi|Park Joo-bin|Yoon Taek-seung|상우,Yoo Hae-jong
583,Жизнь Брайана по Монти Пайтон,Life of Brian,"Оказывается, 2000 лет назад волхвы слегка промахнулись и из-за небольшой астрономической ошибки явили, было, свои дары не тому новорожденному, которому следовало. Дитя звали Брайан, и он просто родился в тот же час и лишь домом дальше, чем Сами-Знаете-Кто. По причине сего инцидента потом все путали Брайана с Мессией, а ему было лень разубеждать своих поклонников. Однако в почитании масс помимо приятной стороны есть и другая, и вот Брайан с тревогой обнаруживает себя в роли отчаянного религиозного лидера народного Фронта Иудеи, борющегося за свободу от римского ига — и в эпицентре больших неприятностей с оккупационными властями!…",1979-08-17,94,7.761,4556,4.6062,/lSSA64WF0M0BXnjwr2quMh6shCl.jpg,/knAFU3MEOpgtxwnDkId8u62ed9h.jpg,4000000,20700000,Released,,tt0079470,,False,комедия,United Kingdom,Handmade Films|Python (Monty) Pictures Limited,English|Latin,roman empire|jewry|three kings|crucifixion|bethlehem|independence movement|satire|parody|religion|sermon on the mount|anarchic comedy|mother son relationship|hilarious|religious satire,Graham Chapman|Джон Клиз|Терри Гиллиам|Eric Idle|Terry Jones,Terry Jones
503736,Армия мертвецов,Army of the Dead,"После зомби-апокалипсиса в Лас-Вегасе группа отчаянных наемников отправляется в карантинную зону, чтобы осуществить величайшее ограбление в истории.",2021-05-14,148,6.228,4121,4.6059,/oKYxfvbubS6ucuE1htG4plDMEG.jpg,/c0izdYdnTe4uMRifHgvTA85wPz0.jpg,90000000,190700000,Released,«Выжившие забирают все»,tt0993840,,False,криминал|боевик|ужасы,United States of America,The Stone Quarry,English|Deutsch|Español,casino|tiger|vault|mercenary|safe|heist|zombie animals|apocalypse|zombie|las vegas|widower|safecracker|booby trap|casino owner|walled city|zombie apocalypse|father daughter conflict|father daughter relationship|casino heist|assertive|活死人军团|亡者之师,Дейв Батиста|Элла Пернелл|Омари Хардвик|Ana de la Reguera|Тео Росси,Зак Снайдер
440617,가족의 재구성,가족의 재구성,,2017-02-14,75,5.778,9,4.6057,/sfl7CBslXn67PucISrVmJREx4tz.jpg,/fs2JiX6bR9OWCNrm9AvPwpm0QYY.jpg,0,0,Released,,,,False,мелодрама|драма,South Korea,,한국어/조선말,softcore,Yoon Se-na|Baek Se-ri|Sin Seong-hoon|김요섭,
891699,Немая ярость,Silent Night,"В ходе бандитской разборки случайная пуля лишает счастливую семью маленького сына, а прикрывавшего его отца – голоса. Спустя год усиленной подготовки папа мальчика становится кошмаром для врагов в любой перестрелке, погоне или рукопашной. В годовщину трагедии он намерен разыграть безостановочную симфонию возмездия всем, кто встанет у него на пути. Теперь его действия скажут всё громче любых слов.",2023-11-30,104,6.195,813,4.6042,/viGi2iY7XVMHmIu7NoWSFpeUvte.jpg,/gg4zZoTggZmpAQ32qIrP5dtnkEZ.jpg,0,0,Released,,tt15799866,,False,боевик|триллер|криминал,United States of America,Thunder Road|Capstone Group|A Better Tomorrow Films|Lionsgate,No Language,holiday|revenge|death of son|christmas|no dialogue,Юэль Киннаман|Кид Кади|Harold Torres|Catalina Sandino Moreno|Valeria Santaella,Джон Ву
34479,Шрамы Дракулы,Scars of Dracula,"Веселый день рождения Сары Фрамзенс уже подходит к концу, когда появляются двое помощников бургомистра, которые обвиняют друга Сары Пола в том, что он обесчестил дочь мэра. Пол прыгает в окно и оказывается прямо в карете. Испуганные лошади срываются с места и скрываются в ночи. После того как Пол меняет кареты, он попадает в мрачный замок. Несколько минут спустя он встречает самого хозяина: графа Дракулу, который просит Пола остаться переночевать.",1970-11-08,96,6.06,171,4.6042,/oePH4PP5EonJP7taMl1C6X73PuD.jpg,/5sQxHvEZNnR8Zw9JTqws6xzTpAJ.jpg,478375,0,Released,,tt0067713,,False,ужасы,United Kingdom,Hammer Film Productions,English,vampire|coffin|castle|sequel|priest|torture|crucifix|dismemberment|urban gothic|dracula,Кристофер Ли|Dennis Waterman|Jenny Hanley|Christopher Matthews|Patrick Troughton,Roy Ward Baker
64686,47 ронинов,47 Ronin,"Таинственный странник, преданный всеми, проданный в рабство, избранный судьбой вершить месть, станет одним из 47 воинов, бросивших вызов смерти. Явившись из другого мира, он восстанет против темных сил, чтобы защитить свою запретную любовь.",2013-12-06,118,6.19,3903,4.6039,/uIgbLfi76KtVWrnFfQP3sZKCZC.jpg,/nyt0jlofZyjhRqiQkEp0cdoKaS3.jpg,175000000,151783839,Released,За смелость. За верность. За честь.,tt1335975,,False,драма|боевик|фэнтези,Japan|United States of America|United Kingdom,Mid Atlantic Films|Stuber Pictures|Moving Picture Company|H2F Entertainment|Universal Pictures|Relativity Media,English|日本語,suicide|japan|samurai|based on true story|revenge|samurai sword|ronin|shogun|half breed|aggressive|vindictive,Киану Ривз|Хироюки Санада|柴咲コウ|Таданобу Асано|田中泯,Carl Rinsch
505283,사촌 누나,사촌 누나,,2019-06-03,59,3.0,1,4.6029,/2I05riVnrH0IHxIvkIfyXCfTQyv.jpg,,0,0,Released,,,,False,мелодрама|драма,South Korea,,한국어/조선말,softcore,Ahn So-hee|До Юн Мин|Kang Min-woo|Yoo Hae-na|Lee Mi-na,Yoon Joong-boo
1061699,Батальон 6888,The Six Triple Eight,"Драма Тайлера Перри на основе реальных событий Второй мировой войны. Единственный батальон армейского корпуса США, состоящий из темнокожих женщин, берется за невозможное.",2024-12-06,130,7.564,510,4.6018,/s7ciGoTXS5D0zFaErezyqRE7dKD.jpg,/4FnbeuCnsN3MT6omPrivl2ttJ8o.jpg,0,0,Released,,tt24458622,https://www.netflix.com/ru/title/81590591,False,драма|военный|история,United States of America,Tyler Perry Studios|Mandalay Pictures|Her Excellency Productions|Intuition Productions,English,"world war ii|based on true story|historical|military|based on magazine, newspaper or article|african american history|war|heartfelt",Kerry Washington|Sam Waterston|Сьюзан Сарандон|Опра Уинфри|Ebony Obsidian,Тайлер Перри
943,Смертельное оружие 3,Lethal Weapon 3,"Третий фильм о неустрашимом полицейском Риггсе. На этот раз Мартин и его напарник Роджер сталкиваются с гангстерами, похищающими оружие со склада полиции. Преступную группу, за которой тянется длинный кровавый след, возглавляет бывший сержант Джек Тревис. Найти улики против «грязного» полицейского напарникам помогает Лорна Коул — решительная женщина-полицейский, которая не останавливается перед лицом опасности и уверенно вступает в схватку с противниками…",1992-05-15,118,6.701,2988,4.6018,/h6fTuK3BgyNy3kce4guusbB43bQ.jpg,/kmt9XmhmX36sJduuDVFlTgEWh9U.jpg,35000000,321731527,Released,«Магия возвращается»,tt0104714,,False,приключения|боевик|комедия|триллер|криминал,United States of America,Silver Pictures|Warner Bros. Pictures|St. Petersburg Clearwater Film Commision,English,"showdown|police|sequel|mixed martial arts (mma)|los angeles, california|rookie cop|wisecrack humor|buddy cop|lapd|maverick cop|aftercreditsstinger|action hero|shooting|cops",Мэл Гибсон|Дэнни Гловер|Джо Пеши|Рене Руссо|Stuart Wilson,Richard Donner
438799,Оверлорд,Overlord,"Перед высадкой в Нормандии группа американских десантников должна выполнить важную миссию, от которой зависит исход сражения. Но, приближаясь к цели, солдаты осознают, что эксперименты нацистов привели к жутким последствиям.",2018-11-01,109,6.7,2918,4.5991,/r6V6yJ6GoX1Hf3TtWNkFh8BYarS.jpg,/sHNC8hjAu4ZKXYhG3cp8ghRZ02B.jpg,38000000,41657844,Released,,tt4530422,,False,ужасы|военный|фантастика,United States of America,Bad Robot|Paramount Pictures,English|Français|Deutsch|Pусский,"france|nazi|village|world war ii|normandy, france|d-day|laboratory|explosion|behind enemy lines|paratrooper|1940s|scientific experiment|black soldier",Джован Адепо|Уайатт Расселл|Пилу Асбек|Матильда Олливье|Джон Магаро,Julius Avery
943344,Мой монстр,地底怪物,Команде строителей в подземных тоннелях предстоит столкнуться с необъяснимым кошмаром. Отрезанные от остального мира рабочие вступают в схватку с инопланетной тварью колоссальных размеров...,2023-04-27,90,5.646,24,4.5975,/mjsTcA0uULI4CrzXq127Suet37i.jpg,/oSJV6nAfHzyE9v6oEAXmDjbko00.jpg,0,0,Released,«Уничтожить или защитить?»,tt19638448,,False,фэнтези|приключения,China,,普通话,,Вэй Вэй|Wei Lu|Чжан Чунь Чжун|Юэ Дун Фэн|李若希,黄河
1391385,Апперкот,Uppercut,"Тони — молодая женщина-боксер, которая изо всех сил старается преодолеть барьеры и дать новое определение тому, что значит быть женщиной в современном мире. Когда экс-чемпион по боксу Эллиот принимает вызов тренировать Тони, два несовместимых персонажа формируют маловероятный альянс. Их спарринги и идеи Эллиота показывают решительной и стойкой спортсменке, что истинная сила возникает в тех испытаниях, которые вы преодолеваете, когда жизнь наносит самые сильные удары.",2025-01-23,104,3.944,9,4.5972,/zv4jdLV7wuQGwhwAOeD7qzd8eSF.jpg,/gxiAac3FWYJXiBmK5eGhu1OGBsD.jpg,0,0,Released,,tt29603375,,False,драма|триллер,Germany|United States of America,Hello Moment Productions|Goodweird Studios|Penned Pictures|It's Just Us Productions|HowRU? Entertainment|Huffman Creative|GroupM Motion Entertainment,English,boxing,Винг Рэймс|Luise Großmann|Jordan E. Cooper|Джоанна Кэссиди|Scott Monahan,Torsten Rüther
522924,Невероятный мир глазами Энцо,The Art of Racing in the Rain,"Для собаки по кличке Энцо жизнь — это гонка. Не важно, как ты ее проходишь — за рулем автомобиля или на четырех лапах, все равно тебя ждут крутые виражи, ямы-западни, опасные взлеты и падения. Они выбивают с трека даже самых сильных — это начинающий гонщик Дэнни и его пес Энцо знают наверняка. Каждому из них предстоит своя гонка, но оба понимают: победить не значит обогнать соперников. Победить — значит вернуться после поражения на трассу и пройти ее до самого финиша, какой бы скользкой ни была дорога.",2019-08-08,109,8.199,1522,4.5959,/wiSwJ3pi1DVFVsbtX9H7wIFCa1E.jpg,/96sS0woEzf0zFSWjHVblOhsBfGd.jpg,18000000,33800000,Released,,tt1478839,,False,драма|мелодрама,United States of America,Original Film|Shifting Gears Productions|Fox 2000 Pictures|Starbucks Entertainment,English|Italiano|Español,"friendship|washington dc, usa|based on novel or book|car race|sports|reincarnation|race car driver|dog|animals|pets|father daughter relationship|animal narrator",Кевин Костнер|Milo Ventimiglia|Jackie Minns|Marcus Hondro|Ian Lake,Simon Curtis
9947,Электра,Elektra,Сюжет фильма основан на серии комиксов о приключениях греческой наемной убийцы Электры Начиос. Электра получает задание убрать «клиента» и его дочь. Но вместо этого они становятся друзьями и решают вместе противостоять заказчикам — воинам-ниндзя из тайного ордена наемных убийц…,2005-01-13,97,5.0,2485,4.5935,/2eMjxHp3Hl0bGUqAiCX5SuuV0Ku.jpg,/rLMQvYhl6DU6QZVNcJTbs87gVPs.jpg,43000000,56681566,Released,,tt0357277,,False,боевик|фэнтези|приключения,United States of America,Regency Enterprises|New Regency Pictures|Marvel Enterprises|Horseshoe Bay Productions|20th Century Fox,English|日本語,martial arts|superhero|based on comic|vigilante|female assassin|spin off|women fight|one woman army|supernatural power|vigilante justice,Дженнифер Гарнер|Goran Višnjić|Уилл Юн Ли|Кэри-Хироюки Тагава|Теренс Стэмп,Rob Bowman
1081676,Знахарь,Znachor,"Некогда уважаемый хирург, потерявший семью и память, встречает человека из забытого прошлого и получает шанс начать все заново.",2023-09-26,140,7.864,305,4.5925,/ttwaxfIXScLJaDkk4Zq6jKBCTQs.jpg,/j1bOCozOQOxJpk0iAQbJDS2w8OJ.jpg,0,0,Released,,tt26596953,https://www.netflix.com/ru/title/81516046,False,драма|мелодрама,Poland,MS Productions Magdalena Szwedkowicz|Endemol Shine Polska,Polski,based on novel or book|surgeon|memory loss|father daughter reunion|candid|lost memory|admiring,Leszek Lichota|Maria Kowalska|Ignacy Liss|Anna Szymańczyk|Izabela Kuna,Michał Gazda
14412,Жар тела,Body Heat,"Скромный адвокат из Флориды, Нед Расин, вел тихую размеренную жизнь, пока не повстречал прекрасную незнакомку в белом — «роковую» блондинку Мэтти Уолкер, замужем за богатым и преуспевающим бизнесменом.  Нед понимает, что перед ним женщина, за которую можно убить. Именно так он и поступает, когда его возлюбленная предлагает ему убить ее мужа в обмен на любовь и состояние.  Но все далеко не так просто, как кажется на первый взгляд…",1981-08-28,113,6.964,624,4.5903,/mDO4DWn5qtPeyr3HII7DizO2NZ0.jpg,/AgrbZP4rPyeCs6cxXep1xBjaOqk.jpg,9000000,24058838,Released,"«As the temperature rises, the suspense begins.»",tt0082089,,False,триллер|криминал,United States of America,The Ladd Company|Warner Bros. Pictures,English,prison|infidelity|florida|smoking|femme fatale|murder|no air conditioning|neo-noir|erotic thriller|heatwave,Уильям Хёрт|Кэтлин Тёрнер|Ричард Кренна|Тед Дэнсон|J.A. Preston,Лоуренс Кэздан
